Latitude,Longitude,Porcentaje,Pais
-35.424867,-63.984375,34,Argentina
-17.056784609942554,-64.4677734375,28,Bolivia
-37.75334401310656,-72.2021484375,64,Chile
3.8642546157214213,-73.30078125,48,Colombia
-1.2303741774326018,-78.3984375,55,Ecuador
15.326571801420842,-90.3955078125,50,Guatemala
23.845649887659352,-102.48046875,40,México
-10.22843726615593,-75.1904296875,61,Perú
-32.8426736319543,-56.03027343749999,70,Uruguay
7.318881730366756,-65.6982421875,25,Venezuela
